Request Id,Request Definition,CampaignId,Hashtag,SeedTweets,ExpandedTweets,HashtagTweets,UserCount,Organized,Other
20170318103228488b545dc61-cd56-4451-8b95-45cdd2937ddd,americafirstBucket_BC,HillarySupportersElectionDay,americafirst,3049,612646,4410,1119,ORGANIZED,POLITICAL	TRUMP	
20170318103232928fb5b7b53-4c57-408b-91c9-8bc8e41de925,americafirstBucket_BC,HillarySupportersElectionDay,americafirst,3027,601087,4676,980,ORGANIZED,POLITICAL	TRUMP	
201703181032378460438de96-69ad-4e69-92d1-06fbfd4f8b57,americafirstBucket_BC,HillarySupportersElectionDay,americafirst,3078,629037,4127,989,ORGANIZED,POLITICAL	TRUMP	
201703191314337354cd43dd6-1b2b-432a-96e3-beae892230e6,BoycottHamiltonBucket,BoycottHamilton,boycotthamilton,2271,317726,5356,1001,ORGANIZED,POLITICAL	TRUMP	
2017031913170182628705f39-82e0-4eb6-9536-4ee16ffb6980,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,1910,189133,3370,805,ORGANIZED,POLITICAL	TRUMP	
20170319131720256f1c2f73-4ac3-43cb-8709-467133d371eb,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,2088,167716,3593,790,ORGANIZED,POLITICAL	TRUMP	
20170319131735476b6e0bb47-1383-4836-8160-c5ef6bb1536c,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,1889,119755,2698,601,ORGANIZED,POLITICAL	TRUMP	
20170319131751805cad50568-e055-4235-a52c-cd5820537483,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,1844,117454,2943,647,ORGANIZED,POLITICAL	TRUMP	
20170319131805296cf8cc18a-2bd6-4098-b78d-d1a605be0f17,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,2008,128409,2830,611,ORGANIZED,POLITICAL	TRUMP	
20170319131822735e6b45171-1488-4e70-8323-ca33cd616501,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,1975,117829,2537,610,ORGANIZED,POLITICAL	TRUMP	
20170319131836996331a7625-c996-463b-9403-8f4f3ebd1982,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,2140,129984,2865,621,ORGANIZED,POLITICAL	TRUMP	
201703191318583934a533b36-1c46-4eec-a3c1-82d7322aa077,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,2103,123278,2854,611,ORGANIZED,POLITICAL	TRUMP	
20170319132116875e9059da-94ab-4d42-830c-0bcd29311d22,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,2140,128868,2850,601,ORGANIZED,POLITICAL	TRUMP	
201703191321343304441b692-836d-49aa-afcd-e5bf5912ce7c,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,1798,117507,2521,559,ORGANIZED,POLITICAL	TRUMP	
201703191321539719de02000-617b-431e-9675-491d166cc708,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,2083,131814,2590,590,ORGANIZED,POLITICAL	TRUMP	
201703191322066486fc0e5ba-0a43-4486-aa18-5d4bb3cf4b53,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,2125,130666,2918,586,ORGANIZED,POLITICAL	TRUMP	
201703191322238877ef3c277-362c-432f-bcca-8af5ba0d7669,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,2012,116728,2222,577,ORGANIZED,POLITICAL	TRUMP	
20170319132244875b344272c-7b5a-48a8-bbde-f65c213b5025,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,1952,139666,2489,580,ORGANIZED,POLITICAL	TRUMP	
2017031913230997970341642-e8ed-4eed-9b1a-0d4d106e7a7e,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,2072,127233,2400,598,ORGANIZED,POLITICAL	TRUMP	
2017031913232439478e4b1da-1cbf-4eb2-b4fe-5729e5e1406a,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,2024,130737,2449,584,ORGANIZED,POLITICAL	TRUMP	
2017031913252298735576bc-e8cf-4924-a467-c4693e60765e,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,1842,128795,2408,604,ORGANIZED,POLITICAL	TRUMP	
2017031913253865f9df12ff-f986-4dfa-bd0b-6f29e0c65425,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,1891,136304,2707,592,ORGANIZED,POLITICAL	TRUMP	
20170319132600471dbd2e5c-a6f6-48a7-b3cc-7c9714b428ec,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,1815,134916,2417,605,ORGANIZED,POLITICAL	TRUMP	
2017031913264726797a29813-d4ea-413b-80a8-78777f505480,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,1856,126645,2194,652,ORGANIZED,POLITICAL	TRUMP	
20170319132703383a8fb92f4-d006-4840-b2bf-88ac91f0fdb7,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,1651,139453,2272,614,ORGANIZED,POLITICAL	TRUMP	
20170319132731800e7ae08d3-0823-454c-9f73-ce2212e9dbd3,BoycottHamiltonBucket_BC,BoycottHamilton,boycotthamilton,780,56220,1099,301,ORGANIZED,POLITICAL	TRUMP	
20170319224334353acd2c7eb-640f-4ec7-b0cc-3b3676627545,lockherupBucket,Recount20161130,lockherup,5382,458498,1459,556,ORGANIZED,POLITICAL	TRUMP	
20170319224417747e0ac6132-8ccc-4505-9800-64a50b986073,podestaemails20Bucket,PodestaEmails20161031,podestaemails20,3133,258897,3695,815,ORGANIZED,POLITICAL	TRUMP	
20170319224454812e3de5bf4-24e7-42fa-954c-1466c32a824a,podestaemails15Bucket,podestaemails15,podestaemails15,1380,218685,2048,599,ORGANIZED,POLITICAL	TRUMP	
20170319224517567f73f7e8e-4aed-4a99-90ed-5e88b87ee5f8,podestaemails14Bucket,podestaemails14,podestaemails14,1608,130486,1684,517,ORGANIZED,POLITICAL	TRUMP	
20170319230533941bdec4bd9-398e-4631-a52b-1bb2c6934f00,podestaemails15Bucket_BC,podestaemails15,podestaemails15,1364,220695,2249,640,ORGANIZED,POLITICAL	TRUMP	
2017031923061589546ff79cc-3337-4c54-aa8e-84cdf9909cf4,podestaemails14Bucket_BC,podestaemails14,podestaemails14,1824,120867,1730,481,ORGANIZED,POLITICAL	TRUMP	
201703192307336078c067ef4-1645-41f8-8537-a276b5d437de,podestaemails20Bucket_BC,PodestaEmails20161031,podestaemails20,3000,290287,3933,862,ORGANIZED,POLITICAL	TRUMP	
201703192308288541722b4d8-8cae-4f7f-8f5c-4d44ff24173d,podestaemails15Bucket_BC,podestaemails15,podestaemails15,1306,209628,2307,612,ORGANIZED,POLITICAL	TRUMP	
20170319230840647f17dd7a1-595f-4042-8e08-28896c9d936c,podestaemails14Bucket_BC,podestaemails14,podestaemails14,1663,127099,1974,480,ORGANIZED,POLITICAL	TRUMP	
20170319230906255c4ff2783-2706-4791-b3ff-671a8143d65a,podestaemails20Bucket_BC,PodestaEmails20161031,podestaemails20,2734,301691,3948,872,ORGANIZED,POLITICAL	TRUMP	
2017031923092563623887d22-819d-49ee-955e-923dfb4d1139,podestaemails15Bucket_BC,podestaemails15,podestaemails15,1256,206902,2084,595,ORGANIZED,POLITICAL	TRUMP	
201703192309369341da3de58-1691-4fb5-a128-342d6d8e9277,podestaemails14Bucket_BC,podestaemails14,podestaemails14,1902,129318,2033,489,ORGANIZED,POLITICAL	TRUMP	
201703192309547316dfecf24-c80f-46bf-bb91-9d86808e8777,podestaemails20Bucket_BC,PodestaEmails20161031,podestaemails20,2917,295685,3707,903,ORGANIZED,POLITICAL	TRUMP	
2017031923101321876702a5a-79f2-4a1b-8a18-6cd870f06596,podestaemails14Bucket_BC,podestaemails14,podestaemails14,1821,126165,1806,493,ORGANIZED,POLITICAL	TRUMP	
20170319231013693fce7f3d2-2ffe-43b5-9ce0-993cf49b41fa,podestaemails15Bucket_BC,podestaemails15,podestaemails15,1291,234468,2380,660,ORGANIZED,POLITICAL	TRUMP	
201703192311217709291025a-ce4e-40d3-aeb7-03ac5ac1d397,podestaemails20Bucket_BC,PodestaEmails20161031,podestaemails20,3451,323992,4551,977,ORGANIZED,POLITICAL	TRUMP	
20170319231126247fefc0be6-5b66-473f-9f9c-1905a8db6f31,podestaemails14Bucket_BC,podestaemails14,podestaemails14,2003,132519,2053,518,ORGANIZED,POLITICAL	TRUMP	
2017031923122029460b783b2-2d88-4f06-9ccc-d70bac85fb24,podestaemails15Bucket_BC,podestaemails15,podestaemails15,1301,212337,2134,632,ORGANIZED,POLITICAL	TRUMP	
2017031923122585630606f49-9759-43ee-a0e3-4f58a7c53662,podestaemails14Bucket_BC,podestaemails14,podestaemails14,1829,114115,1917,421,ORGANIZED,POLITICAL	TRUMP	
201703192313333105bee4816-a307-4031-9560-eafdd668cf3a,podestaemails20Bucket_BC,PodestaEmails20161031,podestaemails20,2904,288231,3629,840,ORGANIZED,POLITICAL	TRUMP	
201703192316128320b981392-b54d-4ab5-885a-9eecdde6fcb2,podestaemails14Bucket_BC,podestaemails14,podestaemails14,1892,101140,1812,477,ORGANIZED,POLITICAL	TRUMP	
