Request Id,Request Definition,CampaignId,Hashtag,SeedTweets,ExpandedTweets,HashtagTweets,UserCount,Organized,Other
20170308124705629f243bbcf-ce5c-4783-b229-284476892839,LadyGagaNewVideo_BC,LadyGagaNewVideo,ladygaganewvideo,2041,310908,7129,1486,ORGANIZED,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703081247085296ae77653-a790-4d7a-b8ca-b9d281501f16,LadyGagaNewVideo_BC,LadyGagaNewVideo,ladygaganewvideo,2041,310908,7129,1486,ORGANIZED,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170308124711212b60de7dd-d039-408f-8cf4-91a1e49cf577,LadyGagaNewVideo_BC,LadyGagaNewVideo,ladygaganewvideo,2041,310908,7129,1486,ORGANIZED,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703081247144700b22f19e-daf0-47c7-acc8-62c3a58417e1,LadyGagaNewVideo_BC,LadyGagaNewVideo,ladygaganewvideo,2041,310908,7129,1486,ORGANIZED,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170308124717245ec923225-99d1-4dd0-8bf8-0817cb9c0662,LadyGagaNewVideo_BC,LadyGagaNewVideo,ladygaganewvideo,2041,310908,7129,1486,ORGANIZED,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170308124720472bebfdd6-4584-476d-b00c-fcb98fcb531c,LadyGagaNewVideo_BC,LadyGagaNewVideo,ladygaganewvideo,2041,310908,7129,1486,ORGANIZED,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170308124722705f450f5ee-ea4f-44fc-8fcb-c4ffb0956380,LadyGagaNewVideo_BC,LadyGagaNewVideo,ladygaganewvideo,2041,310908,7129,1486,ORGANIZED,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170308124725379c830e1af-d811-4a1f-b640-98de447bcf28,LadyGagaNewVideo_BC,LadyGagaNewVideo,ladygaganewvideo,2041,310908,7129,1486,ORGANIZED,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170308124728775825e1ad8-ae7b-4b2b-9bcb-26422d1aeb33,LadyGagaNewVideo_BC,LadyGagaNewVideo,ladygaganewvideo,2041,310908,7129,1486,ORGANIZED,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

2017030812473195534a3e8b4-2d47-4ccf-8459-616daa33c004,LadyGagaNewVideo_BC,LadyGagaNewVideo,ladygaganewvideo,2041,310908,7129,1486,ORGANIZED,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170308124734615897aacbb-b90d-4364-8906-233b5c1002e1,LadyGagaNewVideo_BC,LadyGagaNewVideo,ladygaganewvideo,2041,310908,7129,1486,ORGANIZED,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170308124734989248d596f-c646-4dcc-8d32-74ea1ee05039,Brangelina,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170308124737219e72638a0-ba1c-4b4d-80f1-9a15ada725c5,LadyGagaNewVideo_BC,LadyGagaNewVideo,ladygaganewvideo,2041,310908,7129,1486,ORGANIZED,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703081247379602108d293-619e-4d6b-ba6b-d66a89f267e1,Brangelina_BC,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703081247399962d008796-5b32-42ae-8d55-ff6884fdc622,LadyGagaNewVideo_BC,LadyGagaNewVideo,ladygaganewvideo,2041,310908,7129,1486,ORGANIZED,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703081247408364f0b3b2e-dcee-4a33-961b-f3ea53faf475,Brangelina_BC,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170308124742962bf79475c-3d39-42f3-bffa-03bf49bd1052,LadyGagaNewVideo_BC,LadyGagaNewVideo,ladygaganewvideo,2041,310908,7129,1486,ORGANIZED,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703081247435905bd35f28-e12a-4a87-a87a-07f8b89204d1,Brangelina_BC,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

2017030812474629067b88846-1b8b-4cc0-81ce-bfdfec973bc4,Brangelina_BC,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170308124748980edf13cf5-f903-4612-84e1-93201b46bf94,Brangelina_BC,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

2017030812475153740d5c69c-6251-4fc0-ac43-3f0d3db02981,Brangelina_BC,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703081247541811a3edd08-8f71-4a61-91ff-904099c16e8e,Brangelina_BC,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703081247567831118bd00-592d-4a9f-923a-32503d669c0b,Brangelina_BC,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

2017030812475949480ccad8f-5ee5-4f31-98d5-97bffd897b1f,Brangelina_BC,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170308124802494ad184b5-0d7b-4494-800b-d0c92170e435,Brangelina_BC,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

2017030812480450804aaa1b2-b14c-42cf-97a0-010c4048bbf4,Brangelina_BC,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170308124807124ef817a8c-53f8-4db6-a50e-5fe7f6955d17,Brangelina_BC,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

2017030812480979406868e4b-8661-4593-928d-362124c02a9e,Brangelina_BC,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170308124812276548fe733-7d41-4d21-8bb2-149988147847,Brangelina_BC,Brangelina,brangelina,2288,347596,2961,1676,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703131029093615f8454d5-766f-4f1f-afeb-34552fc0902d,womensday,womansDay,womensday,11457,758502,7274,2550,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103056957613c8683-78ac-4d7e-8c0b-05cb7511f615,internationalwomensday,womansDay,internationalwomensday,5227,743232,12608,2798,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703131030598367de8de67-3b9f-44e6-abe6-a761d0101d26,internationalwomensday_BC,womansDay,internationalwomensday,5474,744720,12487,2790,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

2017031310310262318b5e2cd-472d-4441-b957-e2e87e61d1fc,internationalwomensday_BC,womansDay,internationalwomensday,5845,755205,13096,2806,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103106239e3fa0ad-6310-4708-ba1d-9956d04862e2,internationalwomensday_BC,womansDay,internationalwomensday,6198,742630,13594,2800,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

2017031310310879320c3d1e8-9c86-4cca-ae53-2f5df23329fb,internationalwomensday_BC,womansDay,internationalwomensday,6027,735700,13310,2771,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103111666500ea8a7-df0c-448c-8577-7977ba6a888d,internationalwomensday_BC,womansDay,internationalwomensday,6103,750857,13808,2764,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103114476b1dc85f3-099a-44d1-9484-ff03afbc414a,internationalwomensday_BC,womansDay,internationalwomensday,6015,747291,13405,2778,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103117390866a7baf-dc62-4853-b3dc-289875d8d6b1,internationalwomensday_BC,womansDay,internationalwomensday,5991,744958,13119,2819,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

2017031310312014868135c0a-368c-4e02-abc4-371739ca16cb,internationalwomensday_BC,womansDay,internationalwomensday,6093,745664,13244,2777,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103123221192065e4-744e-4587-95f6-502b20d365db,internationalwomensday_BC,womansDay,internationalwomensday,5967,739485,12914,2783,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

2017031310312631555fa3c3b-e546-4e76-835e-a9aa15917785,internationalwomensday_BC,womansDay,internationalwomensday,6074,750532,13510,2809,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703131031289840de3d73e-7962-4392-8c69-251c6e960919,internationalwomensday_BC,womansDay,internationalwomensday,6068,733136,13248,2791,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703131031323090dc1f7b7-6c5b-4d92-b8c7-08ac572e8ce3,internationalwomensday_BC,womansDay,internationalwomensday,6023,738047,12882,2812,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103140589d514fe2f-3b52-447e-9e63-bc60a08f23fe,internationalwomensday_BC,womansDay,internationalwomensday,6024,733355,12256,2809,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703131031443825f4cac42-3b4b-4058-ab52-bc1f3fabff23,internationalwomensday_BC,womansDay,internationalwomensday,6226,733923,12388,2792,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103305406753b4c6e-04d0-49cf-a9b2-a81ed68b73e4,womensday_BC,womansDay,womensday,8392,704046,6847,2519,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103345253eb3bd433-cb67-4466-86b4-fec8df9a0ed6,womensday_BC,womansDay,womensday,6541,754010,6268,2655,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103347750e14055e6-42bf-416a-af3b-ffc3608caebe,womensday_BC,womansDay,womensday,6579,724228,6707,2671,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

2017031310335029254e44816-441d-4f25-9b9a-5391746d783d,womensday_BC,womansDay,womensday,6448,707606,5607,2669,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703131033528920f87ae64-5a73-4070-b52d-8f030f029047,womensday_BC,womansDay,womensday,6804,717916,6400,2678,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103355459f5628dda-5e54-41db-a1f6-95c1ce4682f3,womensday_BC,womansDay,womensday,6279,693259,5937,2677,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103357940e51559f8-3a61-40c6-a1e2-a7630b2283d4,womensday_BC,womansDay,womensday,6358,698591,5441,2679,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

2017031310340036353ffea5f-0d73-4fe1-b403-dbccb6e53754,womensday_BC,womansDay,womensday,6704,756174,5841,2759,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703131034032651fa9fe09-ce14-4126-a57d-7a4ea4c8681f,womensday_BC,womansDay,womensday,5844,687947,5625,2668,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103405676c086ed81-e276-4aca-a298-cb4a897407af,womensday_BC,womansDay,womensday,6302,702258,6505,2695,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103408334ae03c903-62fb-4cbd-8f13-9a6f0ca17afa,womensday_BC,womansDay,womensday,6425,723312,6216,2666,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

201703131034108306db0f301-46a0-4ae6-80f9-9ad10c164457,womensday_BC,womansDay,womensday,6374,710093,6210,2673,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170313103413413ed48cccb-2367-42b3-ad10-dfa86683260b,womensday_BC,womansDay,womensday,5175,715867,7441,2612,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

2017031310341590067ad736d-8339-4d90-9999-2155207076c6,womensday_BC,womansDay,womensday,4810,717993,9099,2476,ORGANIC,NON-POLITICAL	NON-POLITICAL	NON-POLITICAL	IRRELEVANT	

20170318102926624751aaa16-2c7b-4f4c-8048-80c6765384d9,americafirstBucket,HillarySupportersElectionDay,americafirst,3341,581557,3961,1104,ORGANIZED,POLITICAL	TRUMP	

20170318103211679926b256c-ffaa-4dfc-8fa0-9e58fc65afb7,americafirstBucket_BC,HillarySupportersElectionDay,americafirst,2684,588447,4239,1042,ORGANIZED,POLITICAL	TRUMP	

20170318103217899bf5f0426-650e-4a90-ae97-a1ba6c73d13d,americafirstBucket_BC,HillarySupportersElectionDay,americafirst,2802,613196,4548,1073,ORGANIZED,POLITICAL	TRUMP	

2017031810322377007ef8d1d-a146-4815-828e-c18b3a574f1c,americafirstBucket_BC,HillarySupportersElectionDay,americafirst,2882,605067,4715,1088,ORGANIZED,POLITICAL	TRUMP	

20170318103228488b545dc61-cd56-4451-8b95-45cdd2937ddd,americafirstBucket_BC,HillarySupportersElectionDay,americafirst,3049,612646,4410,1119,ORGANIZED,POLITICAL	TRUMP	

20170318103232928fb5b7b53-4c57-408b-91c9-8bc8e41de925,americafirstBucket_BC,HillarySupportersElectionDay,americafirst,3027,601087,4676,980,ORGANIZED,POLITICAL	TRUMP	

201703181032378460438de96-69ad-4e69-92d1-06fbfd4f8b57,americafirstBucket_BC,HillarySupportersElectionDay,americafirst,3078,629037,4127,989,ORGANIZED,POLITICAL	TRUMP	

20170318103241422ff535265-9b53-4ae1-b9c0-003715325fa2,americafirstBucket_BC,HillarySupportersElectionDay,americafirst,579,119727,801,181,ORGANIZED_T,

201703181322322233249bc16-271c-4b31-bd5b-657e9bfee4d9,strongertogetherBucket,HillarySupportersElectionDay,strongertogether,3282,268603,4258,686,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318132412762a8c9bca0-ddb9-4e47-a5ba-08721b3c3e11,imwithher_bucket,HillarySupportersElectionDay,imwithher,968,48793,2434,212,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181325269401d68773-3a1d-4711-9645-dff1201a250a,imwithher_BC,HillarySupportersElectionDay,imwithher,1803,99932,4555,333,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318132542766b2353a1b-4e22-464f-90ff-41f9c828024b,imwithher_BC,HillarySupportersElectionDay,imwithher,620,42901,1332,201,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813271723275ab2b0-e1ab-4a80-9dbb-233a64cf7c8a,imwithher_BC,HillarySupportersElectionDay,imwithher,920,49828,2151,204,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813272483a033e4e5-7adb-4e3e-b1a7-43ba75d66139,imwithher_BC,HillarySupportersElectionDay,imwithher,1177,54323,2853,214,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813273235347b2a895-ddd3-47b0-be7b-a7b4cfac056b,imwithher_BC,HillarySupportersElectionDay,imwithher,1153,48384,2593,222,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181327376336f49aa0b-e357-4d31-966d-a44223d24198,imwithher_BC,HillarySupportersElectionDay,imwithher,1061,51833,2350,260,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318132741215b53430f7-d4ad-4ead-b69f-6944eb2fd173,imwithher_BC,HillarySupportersElectionDay,imwithher,1129,69660,2440,331,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813274652615c8d605-c790-4790-a612-8f97209527c9,imwithher_BC,HillarySupportersElectionDay,imwithher,979,70643,1648,381,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181328011769aaeeeb0-1f57-47ee-9633-5794ddc126d7,imwithher_BC,HillarySupportersElectionDay,imwithher,771,61558,2002,329,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813281587140ba7903-b71d-431f-9616-adc3ae8efcc2,imwithher_BC,HillarySupportersElectionDay,imwithher,938,70811,2370,244,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318133006931cccd2e35-58f0-4cf1-91ad-7a0750027676,imwithher_BC,HillarySupportersElectionDay,imwithher,945,87238,2430,240,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318133057349dd0c44a3-3dd4-490c-bcd0-c8860befa1d2,imwithher_BC,HillarySupportersElectionDay,imwithher,896,77516,2595,248,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318133223191d823917e-c55b-4ade-a515-fe6d74a7ab0b,imwithher_BC,HillarySupportersElectionDay,imwithher,1112,76050,2997,244,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318133246738a68a46c4-d13c-4176-8b50-e58740e00ea1,imwithher_BC,HillarySupportersElectionDay,imwithher,1048,79846,2866,267,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813343825e2707122-ee37-4063-a34a-f367a1c7f607,imwithher_BC,HillarySupportersElectionDay,imwithher,854,66977,1995,214,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181335217075a8f8cdb-ca50-45b1-90d4-35a6ba0ee01a,imwithher_BC,HillarySupportersElectionDay,imwithher,962,74422,1721,257,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813365473304fb0218-5b42-4c0e-a895-232de5327e8e,imwithher_BC,HillarySupportersElectionDay,imwithher,1287,64175,2658,249,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318133730945c249368e-6304-496d-a2ab-1611a7a6b8a3,imwithher_BC,HillarySupportersElectionDay,imwithher,841,72965,2070,259,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318133746523fa2aabe9-ac01-4adc-b27b-e632054850d6,strongertogetherBucket_BC,HillarySupportersElectionDay,strongertogether,4165,338978,3689,769,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813374690555aaff75-438c-41e8-ad15-1e8c13ca4856,imwithher_BC,HillarySupportersElectionDay,imwithher,819,69053,2313,223,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318133820487a31e024c-c748-4391-b351-b93a8947d42d,imwithher_BC,HillarySupportersElectionDay,imwithher,1141,73690,2026,253,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318133904809e0994be3-ff17-45f7-a67f-5dc7866233d7,imwithher_BC,HillarySupportersElectionDay,imwithher,765,67837,1863,220,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813404349828f62bc9-5241-499b-83c2-6cf4e00c076f,imwithher_BC,HillarySupportersElectionDay,imwithher,912,70765,1996,215,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318134142576f3767e7b-062f-4065-affb-694fa7b37897,imwithher_BC,HillarySupportersElectionDay,imwithher,1068,63981,2279,210,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181342166384d39e0ca-e3ac-4def-b2a3-55049c755905,imwithher_BC,HillarySupportersElectionDay,imwithher,993,72339,1930,238,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813424829408464da6-b4a0-4b88-b179-ef67d0d4226f,imwithher_BC,HillarySupportersElectionDay,imwithher,1035,66392,2063,239,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181343056118691a71d-7770-4190-87f7-13cc3ff52f5c,imwithher_BC,HillarySupportersElectionDay,imwithher,1080,76119,2195,237,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813433854657cda64c-618f-40df-ae3e-8f6b2b5cac57,imwithher_BC,HillarySupportersElectionDay,imwithher,1030,65136,2318,205,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318134510935d1cc572a-8a89-4ab5-8623-78b2d93b903e,imwithher_BC,HillarySupportersElectionDay,imwithher,796,59413,2000,192,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318134538393de48fe6b-d885-47b6-abef-5df9fb58fdb5,imwithher_BC,HillarySupportersElectionDay,imwithher,738,68032,1448,221,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181346379796032278c-2d2f-4ac0-86f6-cbfb653f48df,imwithher_BC,HillarySupportersElectionDay,imwithher,658,54004,1356,179,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181347512373b87cc08-4d20-42c2-886a-12abde9e3041,imwithher_BC,HillarySupportersElectionDay,imwithher,1073,85756,2349,252,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813480649d1dec72b-961b-4004-b473-1f01e300a5d9,imwithher_BC,HillarySupportersElectionDay,imwithher,1511,85498,2794,296,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181349154880c6eff4f-7e4a-4d49-9879-2639dc744376,imwithher_BC,HillarySupportersElectionDay,imwithher,1414,88875,2702,287,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813501300c0e3ced7-74a7-4a7e-8191-3be96ad2212b,imwithher_BC,HillarySupportersElectionDay,imwithher,1283,88231,2916,310,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318135023814f26c78d6-3f4a-400a-9b50-dd854e2a9c78,imwithher_BC,HillarySupportersElectionDay,imwithher,1059,78177,2112,281,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318135136522876f5b1a-89e6-4bc7-86f8-660c9b88b804,imwithher_BC,HillarySupportersElectionDay,imwithher,1023,85803,2172,260,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181352263943df2f337-ed8b-4394-a1f1-ca70f50c4f68,imwithher_BC,HillarySupportersElectionDay,imwithher,1001,79079,2058,272,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181353013625a1bb13a-532c-481e-bff2-ab70e84528c2,imwithher_BC,HillarySupportersElectionDay,imwithher,966,76995,2189,265,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813544977245c76e27-7b44-4bce-8c02-42878a6197b6,imwithher_BC,HillarySupportersElectionDay,imwithher,1093,79742,2397,272,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181355246657b497dc6-dbcc-47e2-a10f-2df0abdc9e47,imwithher_BC,HillarySupportersElectionDay,imwithher,1167,79304,2624,278,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813560550d43d89aa-7f87-439d-ac4d-112909175bce,imwithher_BC,HillarySupportersElectionDay,imwithher,1330,95954,3384,306,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318135652917d8ec70af-e357-4364-a30c-5d930941ecc7,imwithher_BC,HillarySupportersElectionDay,imwithher,1715,95822,3590,336,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813574744109b5046e-1dd5-4684-91f7-b9467b29f130,imwithher_BC,HillarySupportersElectionDay,imwithher,1696,117088,3544,373,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318135812152054948a0-ae3d-4123-8205-efcbe63f2f00,imwithher_BC,HillarySupportersElectionDay,imwithher,1706,110644,3524,332,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318135850622db945a4a-8ad9-40b7-996d-f06f954c9c8e,imwithher_BC,HillarySupportersElectionDay,imwithher,1218,89162,2550,279,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031813590333991f082b5-398c-4d0c-9013-e1b4b809d1b1,imwithher_BC,HillarySupportersElectionDay,imwithher,1779,113264,3337,377,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318135909117a411470-877d-4907-b1c7-b4ec824bb9b1,imwithher_BC,HillarySupportersElectionDay,imwithher,1381,96449,2998,321,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318140021537f767468-95fc-4617-accf-2160b9407585,imwithher_BC,HillarySupportersElectionDay,imwithher,1668,103458,3576,345,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031814003615264fdbf8c-f6c8-4d19-9fb0-6df514d49d86,imwithher_BC,HillarySupportersElectionDay,imwithher,1465,100867,3008,288,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181400424714215c98e-75cf-46b5-ac60-777c83be1c38,strongertogetherBucket_BC,HillarySupportersElectionDay,strongertogether,4396,365418,4393,702,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318140047231e61e5678-801d-4f66-80b8-dee18a693469,imwithher_BC,HillarySupportersElectionDay,imwithher,1410,100560,3324,312,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318140152736267d23d-cd4e-4e72-a3fa-b27740a24186,imwithher_BC,HillarySupportersElectionDay,imwithher,2168,147175,5346,438,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181402596797ce895c7-c8ae-4ba8-aa2a-c221f14068e5,imwithher_BC,HillarySupportersElectionDay,imwithher,2416,181953,5814,480,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031814031085f8f2956b-2d3c-4e34-be9f-529dccd26b6e,imwithher_BC,HillarySupportersElectionDay,imwithher,2230,171627,4451,458,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318140426746ef78c7f3-5c5f-440c-bf63-de03997bdd36,imwithher_BC,HillarySupportersElectionDay,imwithher,1828,163188,4355,421,ORGANIZED,POLITICAL	HILLARY	HILLARY	

2017031814055561c99fa9a8-0acc-475e-aab5-ab83365b8a1d,imwithher_BC,HillarySupportersElectionDay,imwithher,1855,184939,3987,486,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318140642209668d0fd9-82cc-4c29-99de-8e801a75cfdb,imwithher_BC,HillarySupportersElectionDay,imwithher,2059,158301,4798,428,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318140702479f3c3e1d0-afc0-405f-bf77-f4596f50412d,imwithher_BC,HillarySupportersElectionDay,imwithher,2233,189342,5055,496,ORGANIZED,POLITICAL	HILLARY	HILLARY	

201703181408013572927b126-f0fd-44f0-8bc0-9dd9feaa7e17,imwithher_BC,HillarySupportersElectionDay,imwithher,2583,196070,5810,507,ORGANIZED,POLITICAL	HILLARY	HILLARY	

20170318140819727c7ff31d6-a92b-4261-8201-3cb98a1a5021,imwithher_BC,HillarySupportersElectionDay,imwithher,2237,176155,5202,491,ORGANIZED,POLITICAL	HILLARY	HILLARY	

