hashtag,UserFriendFollowerRatiosMV_friendFollowerRatio_average,UserFriendFollowerRatiosMV_friendFollowerRatio_population_variance,UserFriendFollowerRatiosMV_friendFollowerRatio_population_standard_deviation,UserFriendFollowerRatiosMV_friendFollowerRatio_minValue,UserFriendFollowerRatiosMV_friendFollowerRatio_maxValue
A321,0.5979276893126715,0.10167059682450234,0.3188582707481528,0.11375291375291376,0.9983038785434706
Comey,0.4697984956593473,0.023917596490096817,0.1546531489821556,0.0,0.9120477928974444
JasonAldean,0.39438540662636606,0.028463344961562834,0.16871083237765983,0.08484848484848485,1.0
MakeAmericaGreatAgain,0.4936572604985872,0.021065631754963624,0.1451400418732323,0.09271523178807947,1.0
UnitedAirlines,0.5593105112268625,0.013818428218555466,0.1175518107838219,0.461082910321489,0.9120477928974444
beats,0.5541932598143878,0.002347607215328306,0.04845211259922838,0.4756198347107438,0.6924979389942292
АмериканскаяИсторияУжасов,0.38224059772477886,0.02774719654831242,0.1665748977136484,0.09820944112859468,0.9519923187710033
Латвия,0.6202923080908412,0.0802263641688263,0.28324258890362214,0.10354857475276323,0.9989403973509934
РубльИдётНаРекорд,0.44154606833042404,0.03882937767856065,0.1970517132088951,0.09820944112859468,0.9796803802297949
Финляндия,0.5421309345193405,0.06407097882435073,0.2531224581587946,0.17565997011456086,1.0
ХраброеСердце,0.7042587399360182,0.05699750313310252,0.23874149855670782,0.46551724137931033,0.943000238492726
Dobbs,0.43782318326893305,0.024840935662375323,0.15761007474896813,0.042490118577075096,0.9120477928974444
FireMueller,0.321415308400904,0.04396244962825197,0.20967224334244142,0.1268910157456005,0.9120477928974444
lnyhbt,0.4913555872546351,0.008235513537384038,0.09074973023311991,0.20004133085348214,0.9120477928974444
BoycottUnitedAirlines,0.6071962489191035,0.04649058264091186,0.21561674944426712,0.44885219492549333,0.9120477928974444
ImAlwaysOkWith,0.5428653396935907,0.0032968406884574014,0.05741812160335273,0.43867192165293206,0.7778378325258699
MTVStars,0.4642583309356672,0.026580317246967477,0.16303471178545836,0.10663615560640732,0.7568058076225045
MentalIllnessIcebreakers,0.5428782588445016,0.0018559931989780441,0.04308123952462422,0.45478069607969984,0.6764783749308045
My911Story,0.4911071913117135,0.0020527324715664368,0.045307090742691,0.3885350318471338,0.6035375323554789
NeverTrump,0.5800618898688927,0.029076107512543813,0.17051717659093413,0.18867395570507428,0.9696969696969697
Note2MyMother,0.5361913497038124,0.0027574063365745716,0.05251101157447428,0.43867192165293206,0.6460961898813242
StandwithRussia,0.40376954683306565,0.021085733051216877,0.14520927329622194,0.10365853658536585,0.9072838642529304
SupremeSacrificeDay,0.49356770575254033,0.001343194684022988,0.03664962051676644,0.42935818682482524,0.6035375323554789
VeteransDay,0.4624514109192849,0.037986349282878744,0.194900870400516,0.05952380952380952,0.9120477928974444
Winning,0.43855661200374785,0.0337644681580468,0.1837511038281044,0.15,0.9120477928974444
instotus,0.500426231777477,0.00255385705921785,0.050535700838296976,0.46068875893437294,0.5865586558655865
pizzagate,0.518046737451644,0.009044507202145214,0.09510261406578273,0.42471443406022846,0.9120477928974444
podernfamily,0.5664603764310123,0.0014215274592193426,0.03770314919498559,0.5137205987170349,0.6193050193050194
woman,0.5257658914271491,0.0058798878154252155,0.0766804265469697,0.3570057581573896,0.6924979389942292
Аваков,0.46252467516039675,0.05887361372296224,0.24263885452038023,0.10795698924731183,0.9935328654041408
Выборы2016,0.8288680132966387,0.027882787866718342,0.1669813997627231,0.16198501872659177,0.9946168039413364
Мариуполь,0.5343470751773304,0.07001848566232406,0.264610063418465,0.10795698924731183,0.9979812809689851
ПособникиИГИЛ,0.6849011705532759,0.08306128357782207,0.28820354539426135,0.08915304606240713,0.988597189074516
ЧёрнаяПятница,0.3397009781473769,0.02647759288742252,0.16271936850732466,0.10354857475276323,0.9979812809689851
BoycottUnitedAirlines,0.9120477928974444,0.0,0.0,0.9120477928974444,0.9120477928974444
ComeyHearing,0.5622231620451041,0.020230697529882387,0.14223465657104245,0.347242206235012,0.9120477928974444
StandingRock,0.5704255313690919,0.009981498212331021,0.09990744823250677,0.44193857965451055,0.9120477928974444
music,0.5085044730325037,0.022732893287237516,0.15077431242501993,0.15372670807453417,0.989501312335958
ОбразРоссии,0.42617848267537933,0.04106080468069135,0.20263465814290346,0.0,0.9989403973509934
2a,0.5131570411528689,0.00802179378760308,0.08956446721553743,0.27024901703800785,1.0
7K9268,0.4288056754256725,0.048536935819927414,0.22031099795499864,0.10354857475276323,0.9983038785434706
AndrewJacksonWouldHave,0.9120477928974444,0.0,0.0,0.9120477928974444,0.9120477928974444
BlackWomen,0.5628199633663252,0.007207701810987361,0.08489818496874571,0.3925787340193327,0.7104421322019059
BrexitOrNot,0.25312085438797877,0.03184489352287913,0.17845137579430181,0.07374631268436578,0.5400320035314241
BuyBlack,0.551479902258063,0.005453503707006945,0.07384784158664995,0.32278123233465233,0.7104421322019059
ChristmasAftermath,0.5489012567624599,0.00439116168490218,0.0662658410110532,0.43867192165293206,0.7778378325258699
ColumbianChemicals,0.3502391233793848,0.039168743250571375,0.1979109477784677,0.0,1.0
HillaryAccomplishments,0.5095777184675852,0.012160474728837111,0.11027454252381694,0.10173160173160173,0.7778378325258699
Jerusalem,0.6172766894865397,0.0306982454938983,0.1752091478602025,0.347242206235012,0.9639591178052717
SpyingSusan,0.788187578669276,0.015341352668647768,0.1238602142281684,0.6643273644411076,0.9120477928974444
StLouis,0.5374366833837289,0.012167464130264035,0.11030622888243453,0.19055118110236222,0.7104421322019059
soccermemories,0.4295425524392372,0.02433431863847622,0.15599461092767347,0.08656716417910448,0.7411764705882353
Скачать,0.5219001013664558,0.006549648643882069,0.08092989956673657,0.4921259842519685,0.989501312335958
السوري,0.37507391159498205,0.040330547656745236,0.20082466894469225,0.22343821249430004,0.7132125497127707
ASMSG,0.48944209911047665,0.004388047224095829,0.06624233709717546,0.23070516379789005,0.617797695262484
AwanBrothers,0.34934271958845287,0.03706618619148155,0.1925258065597481,0.1268910157456005,0.9120477928974444
BanSharia,0.47819662762477005,0.012130565800175658,0.11013884782480547,0.1268910157456005,0.9120477928974444
Pedogate,0.4522641762059761,0.03284566928730619,0.1812337421323805,0.14849785407725322,0.9120477928974444
RememberYourHeroes,0.23897410069424393,0.0254401184843307,0.1594995877246418,0.0990990990990991,0.6294581618655692
Rt,0.5803849499301252,0.010340456475779285,0.10168803506695999,0.4756198347107438,0.943000238492726
arb,0.38673977282197075,0.04057224776109096,0.2014255389991323,0.2185063602790316,0.7289549126922075
history,0.4859656715900269,0.03877502702974715,0.19691375530863037,0.10869565217391304,0.9941594864974267
iva,0.23897659227000545,0.0,0.0,0.23897659227000545,0.23897659227000545
КрасотыРоссии,0.6025269368338115,0.09293042015053142,0.3048449116362801,0.08915304606240713,0.9989403973509934
успех,0.4898087062277648,0.006373009507645232,0.07983113119357155,0.2593562874251497,0.7427038222556958
Dresden,0.5166188569391797,0.06271885729223038,0.2504373320657892,0.07470870459218643,0.9778947368421053
NetNeutrality,0.5253871613167185,0.012630735770823447,0.11238654621805694,0.1967654986522911,0.9120477928974444
PauloCoelho,0.4037380895232351,0.04024907562272567,0.20062172270899697,0.08656716417910448,1.0
PrayForBrussels,0.5054862349727909,0.007129355649453721,0.08443551177942679,0.3357664233576642,0.9796803802297949
ThingsIYellWhenICum,0.5725463549402208,0.0038779854291044534,0.062273472916679805,0.48012291146533514,0.6916055341824178
WeAreAllTrayvon,0.5375461201247181,0.004126709682980252,0.06423947137843097,0.32278123233465233,0.6924979389942292
YouTubeChannelsINeed,0.5316454972865912,0.002175351397134473,0.046640662486016136,0.45478069607969984,0.6764783749308045
Богданов,0.39338239131552144,0.028573399262099508,0.16903668022680612,0.11512605042016806,1.0
ГеноцидНародаДонбасса,0.4937400902692853,0.05331179791080465,0.2308934774106983,0.09820944112859468,0.9782102272727272
ДайтеГражданствоПастуховой,0.5267673058264359,0.095935721642642,0.3097349215743068,0.09479166666666666,0.9978929592303104
ЕС,0.4973852173122626,0.04833874544999238,0.2198607410384864,0.11598890942698706,1.0
ПОТРАЧЕНО,0.2982825143053807,0.022903006445273568,0.1513373927529927,0.1076923076923077,0.7475247524752475
ПридуркиФолловятКоротченко,0.6676879777887841,0.08392505903841731,0.28969822063384737,0.13097514340344169,0.9989403973509934
Человек,0.8616245477248098,0.02436981622541835,0.15610834771215262,0.16198501872659177,0.9989403973509934
путин2014,0.3900147698606901,0.03321821192489969,0.18225864019272087,0.09479166666666666,0.9519923187710033
спасибозавыходной,0.37070383330650497,0.023880394938789136,0.15453282802948096,0.11716738197424893,0.691304347826087
эстафетасчастья,0.4281199973556631,0.03806534984484334,0.19510343370849048,0.09861495844875347,0.9796803802297949
Afghanistan,0.5277197258919109,0.03885322128893884,0.1971122048198407,0.08915304606240713,0.9389656280115644
BOYCOTTStarbucks,0.9120477928974444,0.0,0.0,0.9120477928974444,0.9120477928974444
Irak,0.3824047910699152,0.030749436849596152,0.17535517343265397,0.11175115207373272,0.6877403201287668
Islam,0.48124772247723,0.02343585018631903,0.15308772056020375,0.02274975272007913,0.9898167006109979
LavrovBeStrong,0.4912338637601904,0.05691599758534383,0.2385707391641813,0.09479166666666666,0.9796803802297949
ListenLIVE,0.5500466459443886,0.0024167954453347606,0.04916091379678332,0.4756198347107438,0.6924979389942292
SNL,0.5486196303723716,0.015598687758242639,0.12489470668624286,0.15372670807453417,0.949379411048917
USDA,0.4594587987415908,0.015887015423152434,0.12604370441696972,0.0,0.9120477928974444
ЛучшийМэр,0.4100518194312349,0.050041456951773144,0.22369947910483196,0.0,0.9978929592303104
США,0.45735684132874777,0.048366048325141686,0.219922823565772,0.10010214504596528,1.0
взрыв,0.5240678202402127,0.0674322486498832,0.25967720086654356,0.11598890942698706,0.9843918191603875
отдых,0.5023950977572431,0.06219795058712081,0.24939516953445753,0.17210682492581603,0.9907763769077638
сша,0.6269548662333944,0.07477447536349874,0.2734492189849858,0.11985526910900045,0.9989403973509934
27,0.7680870399856816,0.0369828790589525,0.19230933170013487,0.358485605363481,0.9999193541883402
61,0.7782504666111546,0.03280473972631228,0.1811207876703066,0.48964810386060814,0.9999193541883402
DrunkSongs,0.5333530908612849,0.007966954864641605,0.08925780002129564,0.35572519083969467,0.7778378325258699
KeepBannon,0.5988421563082404,0.04049032113333324,0.20122206920050603,0.36018798254447804,0.9188350441632848
LavrovBeStrong,0.4174957280724731,0.03675958083147404,0.19172788224844617,0.09479166666666666,0.9989403973509934
MyBestFriendsInFourWords,0.5606429492090711,0.0032482168032996655,0.05699312943943038,0.48012291146533514,0.6764783749308045
PeopleareAwesome,0.44070151555521014,0.027709055959259807,0.1664603735405511,0.08609271523178808,1.0
SusanRice,0.47559717456618567,0.026804449076539023,0.16372064340375353,0.01791044776119403,0.9120477928974444
igetdepressedwhen,0.5437337346087691,0.0025966905623919945,0.050957733097067755,0.43867192165293206,0.6922714420358153
Нижний,0.8404964020715534,0.02986442489964737,0.1728132659828156,0.5706350675800778,0.9922072595529428
Обама,0.4639024607081348,0.05497454922317926,0.23446652047398847,0.10354857475276323,0.9979812809689851
РоссияЧМ2018,0.6018665725838277,0.04725012625251028,0.21737094160101134,0.22209165687426558,0.943000238492726
ФильмПрезидент,0.4844562046122352,0.04563483988090078,0.21362312581015375,0.09479166666666666,0.9978929592303104
ACHA,0.7211778657751816,0.03643132907965792,0.1908699271222628,0.5303079386529188,0.9120477928974444
BayView,0.5322560290613455,0.004874235096047947,0.06981572241299196,0.2215591197314435,0.6924979389942292
Democraps,0.5907654087944012,0.10322237033493539,0.3212823841030432,0.26948302469135804,0.9120477928974444
FTSalutes,0.24155734254596736,0.023161664054424845,0.15218956618120982,0.10810810810810811,0.5652820830750155
Germany,0.52974479891039,0.0458772618125422,0.21418977989750632,0.07470870459218643,0.9989403973509934
JillNotHill,0.503335803400934,0.002885124386929826,0.05371335389760935,0.42471443406022846,0.6764783749308045
Patrioquotes,0.5119378518993657,0.0,0.0,0.5119378518993657,0.5119378518993657
RIQ,0.5513627772217164,0.0028707586158442052,0.05357946076477632,0.4756198347107438,0.6924979389942292
SisterPatriots,0.5040508682644146,0.005324224189356343,0.07296728163606167,0.3235955056179775,0.7104421322019059
TrumpUSA,0.36232260287945467,0.03599105914775856,0.18971309693260127,0.1268910157456005,0.9120477928974444
UnitedShades,0.7728477958197915,0.019376639186418607,0.13919999707765301,0.6336477987421384,0.9120477928974444
books,0.427616763804969,0.026665179991442776,0.16329476412745994,0.09032258064516129,0.6964285714285714
power1044fm,0.5465652646474735,0.0026053272007124256,0.05104240590638754,0.4756198347107438,0.6924979389942292
Омск,0.7683641051818582,0.023914330060903693,0.15464258812146056,0.5349245814685895,0.9948880380089409
рф,0.6363680657801595,0.0806553026031375,0.28399877218596825,0.1408,0.9989403973509934
الشعب,0.375073911594982,0.04033054765674524,0.20082466894469225,0.22343821249430004,0.7132125497127707
#ru_ff,0.9784400760938491,0.0,0.0,0.9784400760938491,0.9784400760938491
75,0.778791027988941,0.0418553967363063,0.20458591529307754,0.49730274599288854,0.9999193541883402
BadJudgmentIn5Words,0.5144968077898299,0.00333687723277627,0.05776570983530169,0.42935818682482524,0.6643273644411076
BeingPatriotic,0.5689615684118914,0.0,0.0,0.5689615684118914,0.5689615684118914
China,0.5916478434673738,0.05351877754744213,0.23134125777180803,0.0641025641025641,0.9989403973509934
India,0.5575830299831421,0.05018489214103806,0.22401984764979654,0.15372670807453417,0.9989403973509934
LostIn3Words,0.5298101509583993,0.0015094745477331852,0.038851956807002465,0.43867192165293206,0.6460961898813242
MyMondayStartsWith,0.5557949969661715,0.004366396824087311,0.06607871687682283,0.4350313266140016,0.6922714420358153
ParisAttacks,0.46420342934116005,0.0488049824396409,0.22091849727816115,0.10365853658536585,0.9983038785434706
SelmaToMontgomery1965,0.5292296519905163,0.005269294207013666,0.07258990430503175,0.2215591197314435,0.7104421322019059
abi,0.3171171171171171,0.0,0.0,0.3171171171171171,0.3171171171171171
mustbebanned,0.5415729787642386,0.0027453593498859975,0.05239617686325976,0.43867192165293206,0.6922714420358153
nflhits,0.39401352572006976,0.024091972508239277,0.15521588999918556,0.08670520231213873,0.620137299771167
БодрыйВестник,0.501585770752198,0.09366651841897053,0.30604986263511136,0.12623985572587917,0.9978929592303104
МоеДетскоеФото,0.372000198368001,0.027091082692828238,0.16459368971144744,0.09863013698630137,0.9556046112337503
морфестспб,0.4419359984610686,0.04788295714765597,0.21882174742848565,0.09984152139461172,0.9519923187710033
простивсанкций,0.6827045992173174,0.025758325270147202,0.16049400384483903,0.2722222222222222,0.9089563286454478
ABISS,0.3171171171171171,0.0,0.0,0.3171171171171171,0.3171171171171171
FreedomIsntFree,0.25300394169638785,0.023594224736124988,0.1536041169244008,0.05952380952380952,0.5421503330161751
татарстан,0.8806479693330462,0.009496963738134526,0.09745236650864117,0.7271358675197591,0.9907763769077638
BOYCOTTHawaii,0.9120477928974444,0.0,0.0,0.9120477928974444,0.9120477928974444
BeRomanticIn4Words,0.5375083454449208,0.0021274457011295385,0.04612424201143622,0.45478069607969984,0.6922714420358153
DeirEzzor,0.5627832956792055,0.07131774623309539,0.26705382647154746,0.11175115207373272,0.8168591945051514
DontTellAnyoneBut,0.544469431367106,0.002804300631619169,0.0529556477782981,0.43867192165293206,0.6922714420358153
EricChurch,0.38859285573817715,0.03057411983791655,0.1748545676781609,0.07514450867052024,1.0
HappyBirthdayGeorgeWashington,0.5004507455228656,0.0016230401046948735,0.04028697189780926,0.42862190812720846,0.6035375323554789
RefugeesWelcome,0.5962804991011323,0.02257412079160819,0.15024686616235358,0.42429354702657107,0.982363315696649
RepealObamacare,0.5326939485949042,0.020735471463635247,0.14399816479259464,0.18181818181818182,0.9523809523809523
Russiagate,0.3604861091011186,0.04504807630685668,0.2122453210482075,0.0,0.9120477928974444
TeamUP,0.5535579161289854,0.002607813005194987,0.05106675048595698,0.4756198347107438,0.6924979389942292
events,0.5816936759856054,0.007891059061057503,0.08883163322295444,0.4,0.7657347121154092
omarkhayyam,0.3810193073256499,0.019734369281002404,0.14047907061552764,0.08670520231213873,0.9317794201250711
southunited,0.6315268692918626,0.0,0.0,0.6315268692918626,0.6315268692918626
ЭтоКруто,0.4502242987359701,0.038899497608841996,0.19722955561690544,0.06060606060606061,0.940623367577921
арт,0.510328808955982,0.07335424107779856,0.2708398808849955,0.11067388096409247,0.9978929592303104
здесьхорошо,0.5659455536789193,0.07115863767683092,0.26675576409298246,0.14726184997699032,0.9978929592303104
ChelseaExplosion,0.48670920557330904,0.00391259662800063,0.06255075241754195,0.347242206235012,0.591254752851711
Conservatives,0.5109161310049952,0.007661390959269088,0.08752937198031921,0.20004133085348214,0.9120477928974444
FukushimaAgain,0.27313566826120705,0.03626635666850836,0.19043727751810663,0.0989010989010989,1.0
GenerationZ,0.9120477928974444,0.0,0.0,0.9120477928974444,0.9120477928974444
Millennials,0.47910156347137595,0.014431207807605883,0.12012996215601619,0.18410041841004185,0.9120477928974444
Online,0.5588574012105675,0.005499595617180628,0.07415925847242964,0.44885219492549333,0.7303866336155554
justice,0.5439902633838346,0.011368250321090937,0.10662199736025835,0.0900562851782364,0.9120477928974444
newartists,0.5429366399094429,0.002226819413729715,0.047189187466301165,0.4756198347107438,0.6924979389942292
peace,0.5018057881606928,0.02083537128385626,0.14434462679246587,0.10179640718562874,0.7871005333691901
uppers,0.41443829940296695,0.04027332613095468,0.20068215199901232,0.07514450867052024,1.0
Асад,0.4680664411639288,0.03345607049912358,0.1829100065582077,0.12730390055722246,0.916080637599625
Выбор,0.8495137306408772,0.029053230509575707,0.1704500821635933,0.16198501872659177,0.9989403973509934
дефолт,0.4405940432203515,0.03513344904797881,0.1874391875995487,0.19808087731322824,0.9148336153412295
ClintonCash,0.5342980510088626,0.008818986247750835,0.093909457711941,0.3570057581573896,0.9120477928974444
PEOTUS,0.5366157975210015,0.012080181940349098,0.10990988099506385,0.347242206235012,0.9120477928974444
ara,0.28841786525359575,0.0,0.0,0.28841786525359575,0.28841786525359575
laup,0.189079054604727,0.0,0.0,0.189079054604727,0.189079054604727
ruinadinnerinonephrase,0.5548538773712358,0.0024888608274315554,0.049888483915945525,0.48094940662086194,0.6922714420358153
БойВБольшомГороде,0.425453407481386,0.027498977654300795,0.16582815700085674,0.17210682492581603,0.7973316391359594
Красавицы,0.8414827799739848,0.015930884019887542,0.12621760582378175,0.5238095238095238,0.9989403973509934
МояКонституция,0.41097155992795015,0.020297374786718364,0.14246885549732743,0.13789778206364514,0.6276595744680851
МояПерваяЗарплата,0.762326585147892,0.011213689871601358,0.10589471125415734,0.42627632988218495,0.9089563286454478
ПутьКПобеде,0.5030883316489333,0.08101967519463359,0.2846395531099527,0.0,0.9843918191603875
глюкоза,0.41268689189150803,0.027047970117051037,0.16446267089236705,0.17210682492581603,0.7973316391359594
AtlantaFire,0.9120477928974444,0.0,0.0,0.9120477928974444,0.9120477928974444
LIBERTY,0.4993816444465883,0.002905024163540724,0.05389827607206676,0.347242206235012,0.617046818727491
LONDON,0.5508696178354309,0.003224353044408508,0.056783387045935434,0.4756198347107438,0.6924979389942292
Police,0.5294479328645305,0.01816316707923102,0.134770794607849,0.10321969696969698,0.9120477928974444
SCOTUS,0.5382856774338741,0.009916472005889528,0.09958148425229224,0.347242206235012,0.926829268292683
TrumpForPresident,0.48643622733066993,0.004154896661768271,0.06445848789545308,0.31143552311435524,0.7778378325258699
КиевСбилБоинг,0.4412409250890065,0.04106041449171834,0.20263369535128736,0.09680284191829484,0.9932048627700801
жизнь,0.4938675883712492,0.028691588681372414,0.16938591641979098,0.11598890942698706,0.897970378496983
мир,0.51364634093339,0.028265088967503207,0.16812224411868648,0.12586805555555555,0.9946168039413364
روسيا,0.4135101453161122,0.10354643304406883,0.32178631581232414,0.08333333333333333,1.0
17,0.7581030993432859,0.03673656293212975,0.19166784532656944,0.29659619133303344,0.9999193541883402
AppleEvent,0.4480959635670784,0.03367527812822649,0.18350825084509548,0.11375291375291376,0.9796803802297949
CowboysWon,0.37744794965812195,0.025825575040553612,0.1607033759463491,0.07988165680473373,0.6486486486486487
Düsseldorf,0.4687039077246735,0.051778642409070916,0.22754920876388676,0.16592920353982302,0.9120477928974444
GunViolenceOregon,0.4951356204623097,0.002091260815951596,0.0457303052247806,0.347242206235012,0.6035375323554789
HowToEscapeADate,0.5549993704121537,0.006149625800050201,0.0784195498587578,0.347242206235012,0.7778378325258699
IAmSickenedBy,0.5445366827058189,0.008459995892535674,0.09197823597208023,0.347242206235012,0.7778378325258699
LifeWouldBeBetterIf,0.37408776097858015,0.039963541209419466,0.19990883224464961,0.07514450867052024,1.0
NBABallot,0.40811718924520424,0.025720767510052395,0.16037695442317265,0.08247422680412371,0.8048780487804879
Putin,0.5355290932295087,0.05474032945693966,0.23396651353759934,0.08915304606240713,1.0
SaveDonbassPeople,0.5895601641972664,0.04946201756175137,0.2224005790499462,0.2431297709923664,0.9999193541883402
StonedComicBooks,0.5615531346830736,0.002680744326952168,0.05177590488781599,0.4834384858044164,0.6922714420358153
TRUMP,0.4912898356128237,0.0185088894623733,0.1360473794763181,0.03234880450070324,0.9120477928974444
ThingsEveryBoyWantsToHear,0.5455712925731079,0.00394035536067924,0.0627722499252595,0.43867192165293206,0.6764783749308045
ГривнаВКотле,0.3685402859390628,0.02317756998234012,0.1522418141718632,0.09820944112859468,0.9556046112337503
Зенит,0.4260506771009378,0.03801770027583222,0.19498128186016273,0.09680284191829484,0.9932048627700801
Керри,0.4665683099580065,0.03736728705860643,0.19330620025908749,0.12464183381088825,0.9310235219326128
МыПокорилиКосмос,0.4283983999672086,0.035400515104769555,0.18815024609276904,0.09479166666666666,0.9989403973509934
России,0.590427800527202,0.1007771153791446,0.3174541153917281,0.12730390055722246,1.0
IranDeal,0.5235374249732657,0.018557889374924065,0.13622734444642187,0.17565997011456086,0.9843918191603875
PushPowerHits,0.5496844337907597,0.002287193955085544,0.04782461662246279,0.4756198347107438,0.6924979389942292
Sessions,0.49591609050853724,0.03006137979619091,0.17338217842728507,0.1268910157456005,0.9120477928974444
cat,0.5572629789530784,0.032762705713973224,0.18100471185572276,0.1540880503144654,0.9784400760938491
jobs,0.4799432704745323,0.02041010244221725,0.142863929815112,0.19444444444444445,0.9120477928974444
ЛНР,0.5040140470707501,0.0680633689812432,0.26088957238886185,0.09984152139461172,1.0
الروسي,0.3738379052445426,0.0322705489721895,0.17964005391946836,0.22343821249430004,0.7132125497127707
26,0.7736464246721095,0.04217465911351994,0.2053646978268659,0.3505291005291005,0.9999193541883402
AskAteva,0.42295889595892083,0.030183529014390535,0.17373407557065637,0.17210682492581603,0.7973316391359594
Datpiff,0.5549955853125449,0.002764853403536301,0.05258187333612507,0.4756198347107438,0.6924979389942292
HillarysBodyDouble,0.5585835510405512,0.011448666173999675,0.10699844005404786,0.347242206235012,0.9120477928974444
KateSteinle,0.566970750105452,0.011954786266481042,0.10933794522708501,0.45375042045072317,0.9120477928974444
MagicButReal,0.5370179441028397,0.003409470288305854,0.058390669531234646,0.4756198347107438,0.7104421322019059
Mueller,0.35250374021152403,0.04740706345714194,0.21773163173306248,0.0,0.9120477928974444
OceanMovies,0.5251814268478793,0.0021083639771888227,0.045916924735753185,0.43867192165293206,0.6460961898813242
RoseBowl,0.4106847986634839,0.02664998241483118,0.16324822331293892,0.10179640718562874,1.0
Tucker,0.44236524204859273,0.026941769647835706,0.1641394822942844,0.0,0.9120477928974444
damnit,0.3706419830810027,0.03784534969145905,0.19453881281497287,0.0,1.0
ИсторияВС,0.8828132191843874,0.0,0.0,0.8828132191843874,0.8828132191843874
НеОбращайВнимания,0.3571703167782423,0.03170036459931964,0.17804596204160217,0.10010214504596528,0.9979812809689851
ОбамаЧМО,0.3829651341593097,0.026844933645195978,0.16384423592301312,0.12200435729847495,0.7161616161616161
ФейкиСБУ,0.7485736664816615,0.017431433265536114,0.13202815330654336,0.42627632988218495,0.9005539435505143
Яваня,0.4114231929233387,0.02106394602792211,0.1451342345138531,0.18664047151277013,0.824468085106383
دمشق,0.3400896401382425,0.03258685113191684,0.18051828475785173,0.17134831460674158,0.7132125497127707
BernieOrBust,0.5161061808927013,0.014776844988072819,0.12156004684135663,0.19055118110236222,0.9120477928974444
EasterEggRoll,0.9120477928974444,0.0,0.0,0.9120477928974444,0.9120477928974444
HillaryNoThnx,0.4848542421070723,0.009437816719490491,0.09714842623270072,0.1360544217687075,0.6842105263157895
Молодёжь,0.4419359984610686,0.04788295714765597,0.21882174742848565,0.09984152139461172,0.9519923187710033
ПрямаяЛиния,0.46280274406922034,0.042330082300877724,0.20574275759034077,0.1087216248506571,0.9978929592303104
питание,0.4239680401686374,0.028281562998114372,0.16817123118451138,0.25114854517611024,0.9072838642529304
لداعش,0.26236103222238577,0.002957290836481273,0.0543809786274693,0.22343821249430004,0.339265429761454
BrooksAndDunn,0.4264804352055541,0.03736820143253329,0.1933085653367002,0.12352941176470589,1.0
CocoChanel,0.3766359531792908,0.03671757256201783,0.19161829913141865,0.07988165680473373,1.0
Extortion17,0.449201174354149,0.05261485903791272,0.22937929077820587,0.045317220543806644,0.9120477928974444
SamHunt,0.3878871925515365,0.02879201889571275,0.1696821113014355,0.08609271523178808,1.0
SaturdayNightMassacre,0.9120477928974444,0.0,0.0,0.9120477928974444,0.9120477928974444
SteveJobs,0.37035075830078845,0.03446913308263319,0.18565864666810752,0.07514450867052024,1.0
SyraHoax,0.9120477928974444,0.0,0.0,0.9120477928974444,0.9120477928974444
Terror,0.3973386567537961,0.040409116713654915,0.20102018981598568,0.07374631268436578,0.9120477928974444
johnnywinter,0.37040592708719955,0.03137417964031031,0.1771275801232273,0.07988165680473373,1.0
Воронеж,0.5473695083499179,0.056171044037884435,0.23700431227698038,0.17210682492581603,0.9962362478286045
Потрачено,0.5009552258740037,0.06521657599977712,0.2553753629459528,0.14077163712200208,0.9778947368421053
антиманежка,0.43403270773317254,0.01692723964858686,0.13010472569659745,0.2707407407407407,0.8285461776403005
1A,0.4961290702439107,0.013737818000984609,0.11720843826698063,0.18867395570507428,0.9120477928974444
AmericanGods,0.6641348070087479,0.03119709808705928,0.17662700271209744,0.5137205987170349,0.9120477928974444
Brussels,0.48522405531955065,0.019325191751369635,0.13901507742460756,0.09479166666666666,0.9782102272727272
CCoT,0.49392156479574345,0.0013296644948426156,0.03646456492051723,0.42862190812720846,0.6035375323554789
Seehofer,0.42311177223517377,0.023390235554040677,0.152938665987515,0.10583941605839416,0.6877403201287668
SusanRice,0.4636796304220336,0.021686143111559093,0.14726215777163898,0.1268910157456005,0.9120477928974444
moviequotes,0.400341026288575,0.02855322530684756,0.16897699638367217,0.07514450867052024,1.0
phosphorusdisaster,0.4315902357493688,0.016467301585112896,0.128324984259157,0.041666666666666664,0.6134085213032582
ВзаимныйФолловинг,0.6147033481132337,0.04195066723963479,0.20481862034403706,0.15356265356265356,0.943000238492726
Миллион,0.8647213294716237,0.02415385682224304,0.15541511130595712,0.16198501872659177,0.9989403973509934
аналитика,0.5489823429384613,0.02296379422429822,0.1515380949606343,0.4021887824897401,0.897970378496983
лазаревшоубест,0.37903284550014504,0.023800096388368372,0.15427279860159526,0.17210682492581603,0.7784810126582279
BEER,0.03118712273641851,0.0,0.0,0.03118712273641851,0.03118712273641851
ConspiracySongs,0.5717923663623306,0.0037160902997904134,0.06095974327201857,0.4889090673239071,0.7778378325258699
Maga,0.43439247209578397,0.03642112376497688,0.19084319156044546,0.11678832116788321,0.9120477928974444
Memphis,0.6175803549700607,0.01618198606015282,0.12720843549133376,0.42967032967032964,0.927710843373494
NYPD,0.5450551195146711,0.02306627631310673,0.15187585823002525,0.0900562851782364,1.0
PrayForGay,0.43379101084002414,0.016216594356260355,0.12734439271621015,0.09929078014184398,0.5932678821879382
